Vendor Location,Participant Category,Year Month, Number of Participants Redeemed , Number Vouchers Redeemed ,Total Cost Vouchers,Average Cost,Statewide Infant Formula Rebate,Total Cost Vouchers Adjusted,Average Cost Adjusted,State Average Cost Adjusted
SACRAMENTO          ,Non-Breastfeeding Mother  ,2013-03,"2,672","7,317","$104,591.88 ",$39.14 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2013-04,"2,601","7,102","$101,454.52 ",$39.01 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2013-05,"2,568","7,028","$99,732.14 ",$38.84 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2013-06,"2,605","7,128","$100,810.32 ",$38.70 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2013-07,"2,562","7,012","$99,147.65 ",$38.70 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2013-08,"2,558","6,934","$98,069.64 ",$38.34 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2013-09,"2,519","6,888","$97,310.35 ",$38.63 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2013-10,"2,513","6,781","$96,205.95 ",$38.28 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2013-11,"2,529","6,847","$97,394.80 ",$38.51 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2013-12,"2,469","6,724","$96,146.72 ",$38.94 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2014-01,"2,644","7,223","$104,177.79 ",$39.40 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2014-02,"2,563","6,951","$101,498.42 ",$39.60 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2014-03,"2,483","6,782","$99,780.54 ",$40.19 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2014-04,"2,560","6,967","$102,684.12 ",$40.11 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2014-05,"2,475","6,802","$101,007.44 ",$40.81 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2014-06,"2,421","6,645","$98,444.55 ",$40.66 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2014-07,"2,403","6,536","$97,761.71 ",$40.68 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2014-08,"2,385","6,577","$97,984.63 ",$41.08 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2014-09,"2,431","6,689","$100,122.50 ",$41.19 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2014-10,"2,460","6,623","$98,700.65 ",$40.12 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2014-11,"2,365","6,380","$95,079.97 ",$40.20 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2014-12,"2,339","6,286","$94,242.65 ",$40.29 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2015-01,"2,462","6,616","$98,631.92 ",$40.06 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2015-02,"2,305","6,228","$92,654.56 ",$40.20 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2015-03,"2,303","6,187","$90,134.10 ",$39.14 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2015-04,"2,303","6,262","$89,828.36 ",$39.00 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2015-05,"2,205","5,949","$85,638.81 ",$38.84 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2015-06,"2,145","5,891","$84,815.25 ",$39.54 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2015-07,"2,175","5,910","$85,095.12 ",$39.12 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2015-08,"2,226","6,047","$87,051.89 ",$39.11 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2015-09,"2,272","6,199","$89,596.93 ",$39.44 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2015-10,"2,331","6,260","$91,302.49 ",$39.17 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2015-11,"2,300","6,188","$90,612.27 ",$39.40 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2015-12,"2,285","6,182","$90,321.60 ",$39.53 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2016-01,"2,319","6,254","$91,269.97 ",$39.36 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2016-02,"2,254","6,028","$87,303.72 ",$38.73 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2016-03,"2,198","5,889","$85,084.27 ",$38.71 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2016-04,"2,221","5,998","$88,997.29 ",$40.07 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2016-05,"2,177","5,857","$84,383.69 ",$38.76 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2016-06,"2,154","5,803","$82,625.09 ",$38.36 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2016-07,"2,091","5,691","$81,550.51 ",$39.00 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2016-08,"2,150","5,831","$83,516.61 ",$38.84 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2016-09,"2,117","5,722","$81,804.56 ",$38.64 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2016-10,"2,089","5,661","$80,968.73 ",$38.76 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2016-11,"2,135","5,744","$82,413.50 ",$38.60 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2016-12,"2,072","5,568","$80,457.86 ",$38.83 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2017-01,"2,140","5,785","$83,750.96 ",$39.14 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2017-02,"1,998","5,441","$78,968.59 ",$39.52 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2017-03,"1,995","5,405","$77,942.96 ",$39.07 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2017-04,"1,980","5,370","$77,827.19 ",$39.31 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2017-05,"1,976","5,339","$77,248.36 ",$39.09 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2017-06,"1,991","5,391","$77,686.19 ",$39.02 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2017-07,"2,034","5,490","$78,426.07 ",$38.56 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2017-08,"2,043","5,458","$77,770.60 ",$38.07 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2017-09,"2,087","5,689","$81,232.63 ",$38.92 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2017-10,"2,052","5,508","$78,712.52 ",$38.36 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2017-11,"2,062","5,549","$79,422.06 ",$38.52 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2017-12,"2,024","5,429","$78,050.46 ",$38.56 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2018-01,"2,128","5,763","$82,734.48 ",$38.88 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2018-02,"2,017","5,403","$77,584.39 ",$38.47 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2018-03,"1,939","5,196","$74,880.96 ",$38.62 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2018-04,"1,949","5,259","$75,989.14 ",$38.99 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2018-05,"1,918","5,158","$74,722.76 ",$38.96 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2018-06,"1,901","5,133","$73,604.20 ",$38.72 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2018-07,"1,862","5,035","$72,520.28 ",$38.95 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2018-08,"1,863","5,007","$71,809.71 ",$38.55 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2018-09,"1,882","5,127","$73,594.71 ",$39.10 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2018-10,"1,936","5,281","$75,726.27 ",$39.11 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2018-11,"1,915","5,177","$74,155.43 ",$38.72 ,,,,
SACRAMENTO          ,Non-Breastfeeding Mother  ,2018-12,"1,848","5,019","$72,045.69 ",$38.99 ,,,,
SACRAMENTO          ,Prenatal  ,2010-01,"4,614","17,250","$238,907.63 ",$51.78 ,,,,
SACRAMENTO          ,Prenatal  ,2010-02,"4,567","17,038","$233,503.65 ",$51.13 ,,,,
SACRAMENTO          ,Prenatal  ,2010-03,"4,895","18,145","$247,295.89 ",$50.52 ,,,,
SACRAMENTO          ,Prenatal  ,2010-04,"5,003","18,662","$251,904.93 ",$50.35 ,,,,
SACRAMENTO          ,Prenatal  ,2010-05,"5,008","18,620","$251,481.92 ",$50.22 ,,,,
SACRAMENTO          ,Prenatal  ,2010-06,"5,049","18,780","$252,004.76 ",$49.91 ,,,,
SACRAMENTO          ,Prenatal  ,2010-07,"4,956","18,401","$247,895.04 ",$50.02 ,,,,
SACRAMENTO          ,Prenatal  ,2010-08,"5,127","19,072","$256,462.89 ",$50.02 ,,,,
SACRAMENTO          ,Prenatal  ,2010-09,"5,054","18,972","$256,407.92 ",$50.73 ,,,,
SACRAMENTO          ,Prenatal  ,2010-10,"4,815","17,933","$244,127.55 ",$50.70 ,,,,
SACRAMENTO          ,Prenatal  ,2010-11,"4,735","17,565","$238,267.06 ",$50.32 ,,,,
SACRAMENTO          ,Prenatal  ,2010-12,"4,695","17,500","$236,646.87 ",$50.40 ,,,,
SACRAMENTO          ,Prenatal  ,2011-01,"4,814","17,931","$241,797.44 ",$50.23 ,,,,
SACRAMENTO          ,Prenatal  ,2011-02,"4,709","17,578","$238,290.30 ",$50.60 ,,,,
SACRAMENTO          ,Prenatal  ,2011-03,"5,025","18,654","$257,081.61 ",$51.16 ,,,,
SACRAMENTO          ,Prenatal  ,2011-04,"5,043","18,846","$263,278.82 ",$52.21 ,,,,
SACRAMENTO          ,Prenatal  ,2011-05,"5,084","18,896","$264,860.61 ",$52.10 ,,,,
SACRAMENTO          ,Prenatal  ,2011-06,"5,303","19,789","$279,358.44 ",$52.68 ,,,,
SACRAMENTO          ,Prenatal  ,2011-07,"5,313","19,444","$278,225.07 ",$52.37 ,,,,
SACRAMENTO          ,Prenatal  ,2011-08,"5,355","19,882","$286,680.23 ",$53.54 ,,,,
SACRAMENTO          ,Prenatal  ,2011-09,"5,189","19,351","$282,279.83 ",$54.40 ,,,,
SACRAMENTO          ,Prenatal  ,2011-10,"5,177","19,192","$279,747.04 ",$54.04 ,,,,
SACRAMENTO          ,Prenatal  ,2011-11,"4,961","18,303","$266,123.55 ",$53.64 ,,,,
SACRAMENTO          ,Prenatal  ,2011-12,"4,941","18,266","$266,559.56 ",$53.95 ,,,,
SACRAMENTO          ,Prenatal  ,2012-01,"5,102","18,855","$275,892.65 ",$54.08 ,,,,
SACRAMENTO          ,Prenatal  ,2012-02,"4,922","18,294","$266,244.69 ",$54.09 ,,,,
SACRAMENTO          ,Prenatal  ,2012-03,"5,023","18,599","$269,366.55 ",$53.63 ,,,,
SACRAMENTO          ,Prenatal  ,2012-04,"5,133","19,079","$274,321.74 ",$53.44 ,,,,
SACRAMENTO          ,Prenatal  ,2012-05,"5,182","19,211","$270,860.96 ",$52.27 ,,,,
SACRAMENTO          ,Prenatal  ,2012-06,"5,219","19,443","$269,222.71 ",$51.59 ,,,,
SACRAMENTO          ,Prenatal  ,2012-07,"5,250","19,534","$271,362.55 ",$51.69 ,,,,
SACRAMENTO          ,Prenatal  ,2012-08,"5,289","19,761","$275,695.27 ",$52.13 ,,,,
SACRAMENTO          ,Prenatal  ,2012-09,"5,019","18,847","$263,193.33 ",$52.44 ,,,,
SACRAMENTO          ,Prenatal  ,2012-10,"5,014","18,713","$263,962.04 ",$52.65 ,,,,
SACRAMENTO          ,Prenatal  ,2012-11,"4,813","17,816","$254,898.81 ",$52.96 ,,,,
SACRAMENTO          ,Prenatal  ,2012-12,"4,589","16,976","$242,384.19 ",$52.82 ,,,,
SACRAMENTO          ,Prenatal  ,2013-01,"4,798","17,754","$253,899.89 ",$52.92 ,,,,
SACRAMENTO          ,Prenatal  ,2013-02,"4,837","17,928","$255,800.86 ",$52.88 ,,,,
SACRAMENTO          ,Prenatal  ,2013-03,"4,926","18,172","$259,358.75 ",$52.65 ,,,,
SACRAMENTO          ,Prenatal  ,2013-04,"5,123","19,066","$269,968.29 ",$52.70 ,,,,
SACRAMENTO          ,Prenatal  ,2013-05,"5,189","19,162","$271,259.76 ",$52.28 ,,,,
SACRAMENTO          ,Prenatal  ,2013-06,"5,228","19,483","$274,453.12 ",$52.50 ,,,,
SACRAMENTO          ,Prenatal  ,2013-07,"5,392","20,040","$282,527.16 ",$52.40 ,,,,
SACRAMENTO          ,Prenatal  ,2013-08,"5,384","20,021","$283,053.28 ",$52.57 ,,,,
SACRAMENTO          ,Prenatal  ,2013-09,"5,302","19,902","$281,434.01 ",$53.08 ,,,,
SACRAMENTO          ,Prenatal  ,2013-10,"5,236","19,509","$276,563.15 ",$52.82 ,,,,
SACRAMENTO          ,Prenatal  ,2013-11,"4,791","17,869","$253,836.73 ",$52.98 ,,,,
SACRAMENTO          ,Prenatal  ,2013-12,"4,689","17,497","$249,836.63 ",$53.28 ,,,,
SACRAMENTO          ,Prenatal  ,2014-01,"4,998","18,673","$268,254.43 ",$53.67 ,,,,
SACRAMENTO          ,Prenatal  ,2014-02,"4,744","17,750","$257,711.41 ",$54.32 ,,,,
SACRAMENTO          ,Prenatal  ,2014-03,"4,775","17,798","$260,274.37 ",$54.51 ,,,,
SACRAMENTO          ,Prenatal  ,2014-04,"4,999","18,688","$274,959.34 ",$55.00 ,,,,
SACRAMENTO          ,Prenatal  ,2014-05,"5,010","18,713","$275,857.23 ",$55.06 ,,,,
SACRAMENTO          ,Prenatal  ,2014-06,"5,083","19,179","$284,501.83 ",$55.97 ,,,,
SACRAMENTO          ,Prenatal  ,2014-07,"5,303","19,905","$295,983.87 ",$55.81 ,,,,
SACRAMENTO          ,Prenatal  ,2014-08,"5,087","19,185","$286,436.57 ",$56.31 ,,,,
SACRAMENTO          ,Prenatal  ,2014-09,"5,104","19,297","$287,642.07 ",$56.36 ,,,,
SACRAMENTO          ,Prenatal  ,2014-10,"4,915","18,217","$270,416.60 ",$55.02 ,,,,
SACRAMENTO          ,Prenatal  ,2014-11,"4,445","16,443","$244,757.24 ",$55.06 ,,,,
SACRAMENTO          ,Prenatal  ,2014-12,"4,471","16,478","$245,610.90 ",$54.93 ,,,,
SACRAMENTO          ,Prenatal  ,2015-01,"4,611","16,996","$252,726.62 ",$54.81 ,,,,
SACRAMENTO          ,Prenatal  ,2015-02,"4,424","16,362","$241,716.49 ",$54.64 ,,,,
SACRAMENTO          ,Prenatal  ,2015-03,"4,483","16,584","$240,935.51 ",$53.74 ,,,,
SACRAMENTO          ,Prenatal  ,2015-04,"4,603","17,124","$245,407.00 ",$53.31 ,,,,
SACRAMENTO          ,Prenatal  ,2015-05,"4,529","16,671","$237,961.45 ",$52.54 ,,,,
SACRAMENTO          ,Prenatal  ,2015-06,"4,615","17,067","$244,543.52 ",$52.99 ,,,,
SACRAMENTO          ,Prenatal  ,2015-07,"4,718","17,531","$250,554.42 ",$53.11 ,,,,
SACRAMENTO          ,Prenatal  ,2015-08,"4,577","17,049","$244,285.37 ",$53.37 ,,,,
SACRAMENTO          ,Prenatal  ,2015-09,"4,568","16,996","$243,035.78 ",$53.20 ,,,,
SACRAMENTO          ,Prenatal  ,2015-10,"4,373","16,155","$234,097.98 ",$53.53 ,,,,
SACRAMENTO          ,Prenatal  ,2015-11,"4,195","15,328","$223,292.05 ",$53.23 ,,,,
SACRAMENTO          ,Prenatal  ,2015-12,"4,134","15,104","$218,835.02 ",$52.94 ,,,,
SACRAMENTO          ,Prenatal  ,2016-01,"4,280","15,809","$228,155.37 ",$53.31 ,,,,
SACRAMENTO          ,Prenatal  ,2016-02,"4,194","15,289","$219,639.86 ",$52.37 ,,,,
SACRAMENTO          ,Prenatal  ,2016-03,"4,301","15,630","$223,485.30 ",$51.96 ,,,,
SACRAMENTO          ,Prenatal  ,2016-04,"4,327","15,961","$233,098.22 ",$53.87 ,,,,
SACRAMENTO          ,Prenatal  ,2016-05,"4,272","15,668","$222,780.24 ",$52.15 ,,,,
SACRAMENTO          ,Prenatal  ,2016-06,"4,209","15,538","$219,767.79 ",$52.21 ,,,,
SACRAMENTO          ,Prenatal  ,2016-07,"4,072","14,966","$210,494.58 ",$51.69 ,,,,
SACRAMENTO          ,Prenatal  ,2016-08,"4,217","15,677","$221,508.00 ",$52.53 ,,,,
SACRAMENTO          ,Prenatal  ,2016-09,"4,105","15,242","$215,503.75 ",$52.50 ,,,,
SACRAMENTO          ,Prenatal  ,2016-10,"3,817","14,095","$198,599.43 ",$52.03 ,,,,
SACRAMENTO          ,Prenatal  ,2016-11,"3,815","14,148","$199,941.31 ",$52.41 ,,,,
SACRAMENTO          ,Prenatal  ,2016-12,"3,708","13,708","$195,462.95 ",$52.71 ,,,,
SACRAMENTO          ,Prenatal  ,2017-01,"3,866","14,286","$203,836.06 ",$52.73 ,,,,
SACRAMENTO          ,Prenatal  ,2017-02,"3,726","13,776","$196,859.07 ",$52.83 ,,,,
SACRAMENTO          ,Prenatal  ,2017-03,"3,815","14,038","$200,440.17 ",$52.54 ,,,,
SACRAMENTO          ,Prenatal  ,2017-04,"3,835","14,150","$201,942.26 ",$52.66 ,,,,
SACRAMENTO          ,Prenatal  ,2017-05,"3,962","14,496","$205,920.86 ",$51.97 ,,,,
SACRAMENTO          ,Prenatal  ,2017-06,"3,941","14,512","$205,272.59 ",$52.09 ,,,,
SACRAMENTO          ,Prenatal  ,2017-07,"3,963","14,713","$208,230.93 ",$52.54 ,,,,
SACRAMENTO          ,Prenatal  ,2017-08,"4,088","15,061","$213,442.58 ",$52.21 ,,,,
SACRAMENTO          ,Prenatal  ,2017-09,"3,953","14,679","$208,079.64 ",$52.64 ,,,,
SACRAMENTO          ,Prenatal  ,2017-10,"3,851","14,098","$200,288.43 ",$52.01 ,,,,
SACRAMENTO          ,Prenatal  ,2017-11,"3,720","13,685","$195,215.78 ",$52.48 ,,,,
SACRAMENTO          ,Prenatal  ,2017-12,"3,527","13,058","$185,937.39 ",$52.72 ,,,,
SACRAMENTO          ,Prenatal  ,2018-01,"3,786","14,005","$199,165.52 ",$52.61 ,,,,
SACRAMENTO          ,Prenatal  ,2018-02,"3,534","13,050","$185,723.80 ",$52.55 ,,,,
SACRAMENTO          ,Prenatal  ,2018-03,"3,481","12,797","$182,572.48 ",$52.45 ,,,,
SACRAMENTO          ,Prenatal  ,2018-04,"3,649","13,480","$192,663.94 ",$52.80 ,,,,
SACRAMENTO          ,Prenatal  ,2018-05,"3,645","13,364","$190,287.29 ",$52.21 ,,,,
SACRAMENTO          ,Prenatal  ,2018-06,"3,669","13,552","$192,379.62 ",$52.43 ,,,,
SACRAMENTO          ,Prenatal  ,2018-07,"3,684","13,630","$193,196.29 ",$52.44 ,,,,
SACRAMENTO          ,Prenatal  ,2018-08,"3,667","13,445","$190,695.43 ",$52.00 ,,,,
SACRAMENTO          ,Prenatal  ,2018-09,"3,468","12,747","$180,783.05 ",$52.13 ,,,,
SACRAMENTO          ,Prenatal  ,2018-10,"3,447","12,619","$179,454.75 ",$52.06 ,,,,
SACRAMENTO          ,Prenatal  ,2018-11,"3,339","12,168","$173,230.42 ",$51.88 ,,,,
SACRAMENTO          ,Prenatal  ,2018-12,"3,124","11,513","$163,897.55 ",$52.46 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2010-01,178,707,"$10,703.82 ",$60.13 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2010-02,170,670,"$10,186.76 ",$59.92 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2010-03,173,690,"$10,257.80 ",$59.29 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2010-04,173,670,"$9,641.29 ",$55.73 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2010-05,167,642,"$9,260.83 ",$55.45 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2010-06,177,695,"$10,054.28 ",$56.80 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2010-07,190,713,"$10,630.62 ",$55.95 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2010-08,194,743,"$10,952.14 ",$56.45 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2010-09,192,718,"$10,571.41 ",$55.06 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2010-10,189,689,"$10,108.17 ",$53.48 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2010-11,178,667,"$9,896.23 ",$55.60 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2010-12,174,654,"$9,615.35 ",$55.26 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2011-01,177,690,"$10,173.89 ",$57.48 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2011-02,171,675,"$10,001.21 ",$58.49 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2011-03,194,736,"$11,004.22 ",$56.72 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2011-04,202,764,"$11,579.00 ",$57.32 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2011-05,189,742,"$11,378.97 ",$60.21 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2011-06,194,745,"$11,513.49 ",$59.35 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2011-07,191,722,"$12,138.43 ",$63.55 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2011-08,183,681,"$11,751.61 ",$64.22 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2011-09,173,656,"$11,951.02 ",$69.08 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2011-10,180,675,"$12,124.03 ",$67.36 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2011-11,181,696,"$12,616.98 ",$69.71 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2011-12,175,669,"$12,483.36 ",$71.33 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2012-01,167,646,"$11,688.44 ",$69.99 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2012-02,158,628,"$11,120.22 ",$70.38 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2012-03,185,710,"$11,872.24 ",$64.17 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2012-04,187,723,"$11,921.82 ",$63.75 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2012-05,175,668,"$10,593.60 ",$60.53 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2012-06,173,693,"$10,782.52 ",$62.33 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2012-07,176,672,"$10,414.40 ",$59.17 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2012-08,180,688,"$10,668.33 ",$59.27 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2012-09,181,684,"$10,756.58 ",$59.43 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2012-10,164,650,"$10,255.92 ",$62.54 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2012-11,179,694,"$11,105.32 ",$62.04 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2012-12,182,722,"$11,479.17 ",$63.07 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2013-01,197,781,"$12,586.05 ",$63.89 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2013-02,194,785,"$12,681.95 ",$65.37 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2013-03,197,770,"$12,437.82 ",$63.14 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2013-04,194,738,"$11,889.29 ",$61.29 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2013-05,197,722,"$11,540.63 ",$58.58 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2013-06,178,677,"$10,771.67 ",$60.52 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2013-07,172,655,"$10,305.60 ",$59.92 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2013-08,175,668,"$10,603.47 ",$60.59 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2013-09,176,668,"$10,463.14 ",$59.45 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2013-10,179,673,"$10,769.62 ",$60.17 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2013-11,182,688,"$10,969.79 ",$60.27 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2013-12,176,669,"$10,910.44 ",$61.99 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2014-01,171,659,"$10,643.34 ",$62.24 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2014-02,166,654,"$10,741.71 ",$64.71 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2014-03,169,643,"$10,831.30 ",$64.09 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2014-04,164,613,"$10,268.55 ",$62.61 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2014-05,162,587,"$10,046.44 ",$62.02 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2014-06,156,601,"$10,491.87 ",$67.26 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2014-07,149,589,"$10,457.11 ",$70.18 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2014-08,154,568,"$10,095.50 ",$65.56 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2014-09,149,568,"$10,256.85 ",$68.84 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2014-10,155,583,"$10,219.02 ",$65.93 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2014-11,153,588,"$10,317.16 ",$67.43 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2014-12,168,670,"$11,860.17 ",$70.60 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2015-01,180,732,"$12,935.31 ",$71.86 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2015-02,183,731,"$12,646.51 ",$69.11 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2015-03,183,730,"$12,691.79 ",$69.35 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2015-04,159,627,"$10,673.37 ",$67.13 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2015-05,155,587,"$10,042.15 ",$64.79 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2015-06,154,613,"$10,496.71 ",$68.16 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2015-07,142,576,"$9,843.17 ",$69.32 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2015-08,143,554,"$9,505.98 ",$66.48 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2015-09,136,536,"$9,097.73 ",$66.90 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2015-10,142,556,"$9,542.67 ",$67.20 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2015-11,135,538,"$9,067.29 ",$67.17 ,,,,
SAN BENITO          ,Breastfeeding Mother  ,2015-12,130,510,"$8,438.08 ",$64.91 ,,,,
